Age,Attrition,Department,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,WorkLifeBalance,YearsAtCompany
39,No,Research & Development,Medical,1654,4,Male,2,Manufacturing Director,2,Married,5295,No,3,5
49,No,Research & Development,Other,1655,1,Female,4,Research Director,2,Married,16413,No,3,4
50,No,Research & Development,Life Sciences,1656,4,Female,3,Research Director,1,Divorced,13269,No,3,14
20,No,Sales,Medical,1657,3,Female,1,Sales Representative,3,Single,2783,No,3,2
34,No,Research & Development,Life Sciences,1658,4,Female,2,Research Scientist,2,Divorced,5433,No,3,11
36,No,Research & Development,Life Sciences,1659,1,Male,1,Laboratory Technician,2,Single,2013,No,3,4
49,No,Research & Development,Life Sciences,1661,3,Female,4,Healthcare Representative,3,Married,13966,Yes,3,15
36,No,Research & Development,Medical,1662,4,Female,2,Manufacturing Director,3,Married,4374,No,3,3
36,No,Research & Development,Life Sciences,1664,4,Male,2,Healthcare Representative,1,Divorced,6842,No,3,5
54,No,Research & Development,Medical,1665,2,Female,4,Manager,3,Married,17426,No,3,10
43,No,Research & Development,Life Sciences,1666,3,Male,4,Research Director,3,Married,17603,No,3,14
35,Yes,Sales,Other,1667,4,Male,2,Sales Executive,4,Single,4581,Yes,4,11
38,No,Research & Development,Life Sciences,1668,4,Male,2,Research Scientist,4,Married,4735,No,4,13
29,No,Sales,Medical,1669,1,Male,2,Sales Executive,2,Divorced,4187,Yes,2,10
33,No,Sales,Medical,1670,4,Male,2,Sales Executive,4,Divorced,5505,No,3,6
32,No,Research & Development,Medical,1671,4,Male,2,Research Scientist,2,Divorced,5470,No,2,9
31,No,Sales,Life Sciences,1673,1,Female,2,Sales Executive,4,Married,5476,No,3,10
49,No,Research & Development,Medical,1674,4,Female,1,Laboratory Technician,1,Divorced,2587,Yes,2,2
38,No,Research & Development,Medical,1675,4,Female,1,Laboratory Technician,2,Single,2440,No,3,4
47,No,Sales,Life Sciences,1676,2,Female,4,Manager,2,Divorced,15972,No,3,3
49,No,Research & Development,Life Sciences,1677,3,Male,4,Manager,3,Single,15379,No,3,8
41,No,Sales,Life Sciences,1678,4,Male,3,Sales Executive,3,Single,7082,Yes,3,2
20,No,Sales,Life Sciences,1680,4,Male,1,Sales Representative,1,Single,2728,No,3,2
33,No,Sales,Life Sciences,1681,3,Female,2,Sales Executive,4,Divorced,5368,Yes,3,6
36,No,Research & Development,Life Sciences,1682,1,Male,2,Healthcare Representative,3,Married,5347,No,2,3
44,No,Human Resources,Life Sciences,1683,3,Female,1,Human Resources,4,Divorced,3195,Yes,3,2
23,Yes,Research & Development,Medical,1684,4,Male,1,Laboratory Technician,3,Single,3989,Yes,3,5
38,No,Research & Development,Medical,1687,4,Female,1,Laboratory Technician,3,Married,3306,No,2,0
53,No,Research & Development,Medical,1689,2,Male,3,Healthcare Representative,4,Married,7005,No,3,4
48,Yes,Sales,Medical,1691,4,Female,1,Sales Representative,3,Married,2655,Yes,3,9
32,Yes,Research & Development,Life Sciences,1692,4,Male,1,Laboratory Technician,2,Single,1393,No,3,1
26,No,Research & Development,Medical,1693,4,Male,1,Laboratory Technician,4,Single,2570,No,3,7
55,No,Research & Development,Technical Degree,1694,1,Male,1,Research Scientist,2,Divorced,3537,No,3,4
34,No,Research & Development,Medical,1696,2,Male,2,Laboratory Technician,4,Married,3986,No,4,15
60,No,Research & Development,Medical,1697,3,Male,3,Healthcare Representative,4,Divorced,10883,No,4,1
33,No,Research & Development,Medical,1698,2,Male,1,Laboratory Technician,2,Married,2028,No,3,14
37,No,Sales,Medical,1700,3,Male,2,Sales Executive,4,Divorced,9525,No,2,6
34,No,Research & Development,Life Sciences,1701,2,Female,1,Research Scientist,4,Married,2929,No,3,10
23,Yes,Sales,Life Sciences,1702,3,Male,1,Sales Representative,4,Divorced,2275,Yes,3,3
44,No,Research & Development,Life Sciences,1703,3,Female,3,Healthcare Representative,4,Married,7879,Yes,3,8
35,No,Research & Development,Medical,1704,1,Male,1,Research Scientist,4,Single,4930,Yes,4,5
43,No,Sales,Medical,1706,4,Male,2,Sales Executive,4,Married,7847,Yes,3,10
24,No,Research & Development,Medical,1707,3,Male,1,Research Scientist,3,Married,4401,No,3,5
41,No,Sales,Marketing,1708,4,Male,3,Sales Executive,3,Single,9241,No,3,10
29,No,Research & Development,Medical,1709,4,Female,1,Laboratory Technician,3,Married,2974,No,3,5
36,No,Sales,Life Sciences,1710,3,Female,2,Sales Representative,4,Single,4502,No,2,13
45,No,Research & Development,Life Sciences,1712,3,Male,3,Healthcare Representative,3,Married,10748,No,2,23
24,Yes,Human Resources,Human Resources,1714,4,Male,1,Human Resources,3,Married,1555,No,3,1
47,Yes,Sales,Life Sciences,1716,3,Male,4,Sales Executive,3,Married,12936,No,1,23
26,No,Research & Development,Medical,1718,4,Male,1,Laboratory Technician,3,Married,2305,No,4,3
45,No,Research & Development,Technical Degree,1719,4,Female,4,Research Director,2,Single,16704,No,3,21
32,No,Research & Development,Life Sciences,1720,1,Male,1,Research Scientist,3,Married,3433,No,2,5
31,No,Research & Development,Life Sciences,1721,2,Male,1,Laboratory Technician,3,Married,3477,No,4,5
41,No,Human Resources,Human Resources,1722,3,Male,2,Human Resources,2,Married,6430,No,3,3
40,No,Research & Development,Life Sciences,1724,2,Female,2,Manufacturing Director,1,Married,6516,Yes,3,1
24,No,Research & Development,Medical,1725,2,Male,1,Laboratory Technician,1,Divorced,3907,No,4,6
46,No,Research & Development,Life Sciences,1727,3,Male,2,Healthcare Representative,2,Single,5562,No,3,10
35,No,Research & Development,Life Sciences,1728,4,Male,2,Manufacturing Director,3,Married,6883,No,3,7
30,No,Research & Development,Life Sciences,1729,2,Male,1,Research Scientist,4,Married,2862,No,2,10
47,No,Sales,Marketing,1731,3,Male,2,Sales Executive,2,Married,4978,No,1,1
46,No,Sales,Life Sciences,1732,3,Male,3,Sales Executive,4,Divorced,10368,Yes,2,10
36,Yes,Sales,Marketing,1733,2,Male,2,Sales Executive,1,Divorced,6134,Yes,3,2
32,Yes,Sales,Life Sciences,1734,1,Male,2,Sales Executive,2,Single,6735,No,3,0
23,No,Research & Development,Medical,1735,3,Female,1,Laboratory Technician,2,Single,3295,No,1,3
31,No,Research & Development,Technical Degree,1736,4,Female,2,Manufacturing Director,4,Single,5238,No,2,5
39,No,Research & Development,Life Sciences,1737,4,Male,2,Laboratory Technician,4,Married,6472,Yes,3,9
32,No,Sales,Life Sciences,1739,4,Male,3,Sales Executive,3,Married,9610,No,1,4
40,No,Sales,Medical,1740,2,Male,5,Manager,2,Single,19833,No,2,21
45,No,Human Resources,Life Sciences,1744,3,Female,3,Human Resources,3,Married,9756,No,4,5
30,No,Research & Development,Technical Degree,1745,4,Female,1,Research Scientist,1,Single,4968,No,3,9
24,No,Human Resources,Medical,1746,1,Male,1,Human Resources,4,Married,2145,No,3,2
30,Yes,Human Resources,Human Resources,1747,3,Female,1,Human Resources,4,Divorced,2180,No,2,4
31,No,Sales,Technical Degree,1749,1,Male,2,Sales Executive,3,Married,8346,No,3,5
27,No,Research & Development,Medical,1751,3,Female,1,Research Scientist,4,Single,3445,No,2,6
29,Yes,Sales,Marketing,1752,2,Female,1,Sales Representative,2,Single,2760,No,3,2
29,No,Research & Development,Life Sciences,1753,4,Male,2,Healthcare Representative,3,Single,6294,Yes,4,3
30,No,Sales,Marketing,1754,3,Male,3,Sales Executive,1,Divorced,7140,No,3,7
34,No,Research & Development,Medical,1755,4,Male,1,Research Scientist,4,Married,2932,Yes,3,5
33,No,Sales,Marketing,1756,4,Female,2,Sales Executive,2,Single,5147,No,2,11
49,No,Sales,Marketing,1757,4,Female,2,Sales Executive,4,Single,4507,No,4,5
33,Yes,Sales,Life Sciences,1758,1,Female,3,Sales Executive,1,Single,8564,Yes,2,0
38,No,Research & Development,Medical,1760,3,Female,1,Laboratory Technician,2,Married,2468,No,2,6
31,Yes,Sales,Marketing,1761,1,Male,3,Sales Executive,3,Married,8161,No,3,1
29,No,Research & Development,Technical Degree,1762,4,Female,1,Research Scientist,1,Divorced,2109,No,3,1
30,No,Research & Development,Life Sciences,1763,3,Male,2,Healthcare Representative,3,Married,5294,No,3,7
32,No,Research & Development,Technical Degree,1764,2,Male,1,Research Scientist,2,Single,2718,No,3,7
38,No,Research & Development,Medical,1766,2,Male,2,Healthcare Representative,4,Married,5811,Yes,3,1
43,Yes,Research & Development,Technical Degree,1767,3,Male,1,Research Scientist,3,Married,2437,Yes,3,1
42,No,Research & Development,Medical,1768,2,Male,1,Laboratory Technician,2,Divorced,2766,No,2,5
55,No,Research & Development,Medical,1770,3,Male,5,Research Director,1,Married,19038,No,3,1
33,No,Research & Development,Technical Degree,1771,4,Male,2,Research Scientist,2,Divorced,3055,No,2,9
41,No,Research & Development,Life Sciences,1772,3,Male,1,Laboratory Technician,1,Divorced,2289,No,3,5
34,No,Sales,Life Sciences,1774,4,Male,2,Sales Executive,3,Divorced,4001,Yes,3,15
53,No,Research & Development,Medical,1775,1,Female,4,Manufacturing Director,3,Married,12965,Yes,2,3
43,No,Human Resources,Life Sciences,1778,2,Male,1,Human Resources,4,Single,3539,No,3,9
34,No,Sales,Life Sciences,1779,4,Female,2,Sales Executive,4,Single,6029,No,3,2
21,Yes,Sales,Marketing,1780,2,Male,1,Sales Representative,2,Single,2679,No,3,1
38,No,Research & Development,Other,1782,4,Female,1,Laboratory Technician,3,Married,3702,No,3,5
22,Yes,Research & Development,Medical,1783,3,Female,1,Laboratory Technician,1,Married,2398,Yes,3,1
31,No,Sales,Marketing,1784,1,Female,2,Sales Executive,4,Married,5468,No,3,12
51,No,Research & Development,Technical Degree,1786,1,Female,3,Manager,3,Married,13116,No,3,2
37,No,Sales,Marketing,1787,2,Male,2,Sales Executive,2,Married,4189,No,3,5
46,No,Research & Development,Medical,1789,3,Male,5,Research Director,4,Divorced,19328,Yes,3,2
36,No,Research & Development,Life Sciences,1790,4,Male,3,Healthcare Representative,1,Married,8321,Yes,3,12
44,Yes,Research & Development,Medical,1792,3,Male,1,Research Scientist,2,Divorced,2342,Yes,2,5
37,No,Human Resources,Other,1794,3,Male,2,Human Resources,2,Divorced,4071,No,2,10
35,Yes,Sales,Life Sciences,1797,3,Male,2,Sales Executive,4,Single,5813,Yes,3,10
33,No,Research & Development,Life Sciences,1798,4,Male,1,Research Scientist,1,Married,3143,No,3,10
28,No,Research & Development,Life Sciences,1799,3,Male,1,Research Scientist,4,Married,2044,No,4,5
39,No,Research & Development,Medical,1800,3,Male,3,Research Director,3,Single,13464,No,3,4
46,No,Sales,Life Sciences,1801,2,Male,2,Sales Executive,2,Single,7991,No,3,2
40,No,Research & Development,Life Sciences,1802,3,Female,1,Laboratory Technician,1,Married,3377,No,2,4
42,No,Research & Development,Medical,1803,2,Male,2,Healthcare Representative,1,Married,5538,No,2,0
35,No,Research & Development,Medical,1804,2,Male,2,Manufacturing Director,4,Divorced,5762,No,3,7
38,No,Human Resources,Human Resources,1805,1,Male,1,Human Resources,2,Divorced,2592,No,3,11
34,Yes,Research & Development,Life Sciences,1807,4,Male,2,Laboratory Technician,1,Married,5346,No,2,7
37,Yes,Research & Development,Medical,1809,4,Male,2,Manufacturing Director,1,Single,4213,No,1,10
39,No,Sales,Life Sciences,1812,3,Male,2,Sales Executive,4,Divorced,4127,No,3,2
43,No,Research & Development,Life Sciences,1813,1,Male,1,Research Scientist,3,Single,2438,No,2,3
41,No,Research & Development,Life Sciences,1814,2,Male,2,Healthcare Representative,2,Single,6870,No,1,3
41,No,Sales,Marketing,1815,3,Female,3,Sales Executive,3,Divorced,10447,Yes,4,22
30,No,Research & Development,Medical,1816,1,Female,3,Manufacturing Director,3,Single,9667,No,3,7
26,Yes,Human Resources,Medical,1818,4,Female,1,Human Resources,2,Married,2148,Yes,3,5
46,Yes,Research & Development,Medical,1821,4,Female,2,Healthcare Representative,2,Married,8926,No,4,9
40,No,Research & Development,Life Sciences,1822,3,Female,2,Healthcare Representative,4,Divorced,6513,No,3,5
34,No,Sales,Technical Degree,1823,2,Male,2,Sales Executive,3,Married,6799,No,3,10
58,No,Sales,Medical,1824,2,Male,4,Manager,2,Divorced,16291,No,2,16
35,No,Research & Development,Medical,1826,2,Male,1,Laboratory Technician,3,Married,2705,No,4,5
47,No,Research & Development,Life Sciences,1827,3,Female,3,Manufacturing Director,2,Divorced,10333,Yes,3,22
40,No,Research & Development,Life Sciences,1829,2,Female,2,Healthcare Representative,1,Divorced,4448,No,3,7
54,No,Research & Development,Medical,1830,4,Female,2,Research Scientist,4,Married,6854,No,2,7
31,No,Sales,Marketing,1833,1,Female,3,Sales Executive,1,Married,9637,No,3,3
28,No,Research & Development,Medical,1834,3,Female,1,Research Scientist,1,Married,3591,No,3,3
38,No,Sales,Marketing,1835,2,Female,2,Sales Representative,4,Married,5405,Yes,2,4
26,No,Sales,Medical,1836,3,Male,2,Sales Executive,4,Single,4684,No,3,5
58,No,Research & Development,Life Sciences,1837,1,Male,4,Research Director,3,Married,15787,Yes,3,2
18,No,Research & Development,Medical,1839,2,Female,1,Research Scientist,3,Single,1514,No,1,0
31,Yes,Human Resources,Human Resources,1842,4,Male,1,Human Resources,1,Married,2956,No,3,1
29,Yes,Human Resources,Human Resources,1844,1,Male,1,Human Resources,1,Divorced,2335,Yes,3,2
45,No,Sales,Life Sciences,1845,3,Female,2,Sales Executive,3,Married,5154,No,4,8
36,No,Research & Development,Other,1847,4,Female,2,Research Scientist,2,Married,6962,Yes,3,1
43,No,Sales,Life Sciences,1849,1,Male,2,Sales Executive,4,Married,5675,No,3,7
27,No,Research & Development,Life Sciences,1850,4,Female,1,Laboratory Technician,4,Single,2379,Yes,2,5
29,No,Research & Development,Medical,1852,4,Male,1,Laboratory Technician,4,Married,3812,No,4,11
32,No,Sales,Marketing,1853,4,Male,2,Sales Executive,4,Single,4648,No,4,0
42,No,Research & Development,Technical Degree,1854,3,Male,1,Research Scientist,3,Married,2936,No,2,6
47,No,Research & Development,Life Sciences,1856,2,Female,1,Laboratory Technician,3,Single,2105,No,3,2
46,No,Research & Development,Life Sciences,1857,4,Male,3,Manufacturing Director,4,Divorced,8578,No,2,9
28,No,Human Resources,Life Sciences,1858,3,Male,1,Human Resources,4,Divorced,2706,No,3,3
29,No,Research & Development,Life Sciences,1859,4,Male,2,Healthcare Representative,3,Divorced,6384,No,3,7
42,No,Research & Development,Life Sciences,1860,4,Male,1,Laboratory Technician,3,Single,3968,No,3,0
32,Yes,Sales,Marketing,1862,3,Male,2,Sales Executive,2,Single,9907,Yes,2,2
46,No,Sales,Technical Degree,1863,1,Female,4,Sales Executive,1,Divorced,13225,No,3,19
27,No,Sales,Medical,1864,2,Female,2,Sales Representative,3,Married,3540,No,3,9
29,No,Human Resources,Medical,1865,4,Male,1,Human Resources,2,Married,2804,No,3,1
43,No,Research & Development,Medical,1866,1,Female,5,Manager,3,Married,19392,No,3,16
48,No,Research & Development,Life Sciences,1867,4,Male,5,Research Director,2,Married,19665,No,3,22
29,Yes,Research & Development,Life Sciences,1868,4,Male,1,Research Scientist,4,Single,2439,Yes,2,1
46,Yes,Sales,Life Sciences,1869,3,Female,3,Sales Executive,2,Married,7314,No,3,8
27,No,Research & Development,Life Sciences,1870,4,Female,1,Research Scientist,1,Married,4774,No,2,7
39,No,Research & Development,Other,1871,4,Male,2,Research Scientist,4,Divorced,3902,No,3,2
55,No,Research & Development,Technical Degree,1873,2,Male,1,Research Scientist,4,Married,2662,No,4,5
28,No,Sales,Medical,1875,2,Female,1,Sales Representative,2,Married,2856,No,3,1
30,Yes,Sales,Medical,1876,2,Male,1,Sales Representative,4,Single,1081,No,2,1
22,Yes,Research & Development,Life Sciences,1878,4,Male,1,Research Scientist,2,Single,2472,Yes,3,1
36,No,Sales,Technical Degree,1880,2,Female,2,Sales Executive,3,Married,5673,Yes,3,10
31,No,Research & Development,Life Sciences,1881,2,Male,2,Laboratory Technician,3,Divorced,4197,No,3,10
34,No,Sales,Life Sciences,1882,3,Male,3,Sales Executive,4,Married,9713,Yes,3,5
29,No,Research & Development,Life Sciences,1883,4,Male,1,Laboratory Technician,1,Single,2062,No,3,3
37,No,Research & Development,Medical,1885,4,Male,2,Research Scientist,1,Married,4284,Yes,3,5
35,No,Research & Development,Other,1886,4,Female,2,Manufacturing Director,2,Married,4788,Yes,3,3
45,No,Research & Development,Life Sciences,1888,2,Female,2,Manufacturing Director,4,Married,5906,No,2,9
36,No,Human Resources,Human Resources,1890,2,Male,2,Human Resources,4,Single,3886,No,2,10
40,No,Research & Development,Life Sciences,1892,1,Male,4,Manager,1,Divorced,16823,No,3,19
26,No,Research & Development,Life Sciences,1893,2,Female,1,Research Scientist,3,Married,2933,Yes,2,1
27,No,Sales,Medical,1898,1,Female,2,Sales Executive,3,Single,6500,No,2,8
48,No,Research & Development,Medical,1900,4,Female,4,Manager,4,Divorced,17174,No,3,22
44,No,Research & Development,Life Sciences,1903,2,Male,2,Healthcare Representative,1,Married,5033,No,3,2
34,Yes,Research & Development,Technical Degree,1905,4,Male,1,Research Scientist,1,Married,2307,Yes,3,5
56,Yes,Research & Development,Life Sciences,1907,1,Male,1,Laboratory Technician,4,Single,2587,No,3,4
36,No,Sales,Marketing,1908,3,Male,2,Sales Executive,2,Married,5507,No,1,4
41,No,Sales,Marketing,1909,3,Female,2,Sales Executive,2,Married,4393,No,3,5
42,No,Research & Development,Medical,1911,3,Male,3,Research Director,1,Married,13348,No,4,13
31,No,Sales,Medical,1912,3,Female,2,Sales Executive,4,Divorced,6583,Yes,3,5
34,No,Sales,Medical,1915,4,Female,2,Sales Executive,4,Married,8103,Yes,2,4
31,No,Research & Development,Medical,1916,1,Female,1,Laboratory Technician,3,Divorced,3978,No,2,2
26,No,Research & Development,Other,1918,3,Male,1,Laboratory Technician,4,Married,2544,No,3,7
45,No,Research & Development,Medical,1922,2,Male,2,Healthcare Representative,3,Single,5399,No,3,4
33,No,Sales,Marketing,1924,2,Male,2,Sales Executive,3,Single,5487,No,2,10
28,No,Sales,Life Sciences,1927,3,Male,2,Sales Executive,4,Married,6834,Yes,3,7
29,Yes,Sales,Technical Degree,1928,3,Male,1,Sales Representative,1,Single,1091,No,3,1
39,No,Sales,Life Sciences,1929,1,Female,2,Sales Executive,3,Married,5736,No,3,3
27,No,Research & Development,Technical Degree,1931,2,Male,1,Research Scientist,2,Married,2226,No,2,5
34,No,Research & Development,Other,1932,3,Male,2,Research Scientist,4,Married,5747,Yes,3,15
28,Yes,Sales,Marketing,1933,4,Female,2,Sales Executive,3,Single,9854,Yes,3,2
47,No,Research & Development,Technical Degree,1934,3,Male,2,Research Scientist,2,Married,5467,No,4,8
56,No,Sales,Marketing,1935,4,Female,2,Sales Executive,1,Married,5380,No,3,0
39,No,Research & Development,Medical,1936,1,Male,2,Manufacturing Director,1,Married,5151,No,3,10
38,No,Research & Development,Medical,1937,4,Female,2,Research Scientist,2,Divorced,2133,Yes,3,20
58,No,Sales,Life Sciences,1938,4,Female,4,Manager,4,Married,17875,Yes,2,1
32,Yes,Research & Development,Life Sciences,1939,1,Female,1,Research Scientist,3,Single,2432,Yes,3,4
38,No,Research & Development,Life Sciences,1940,2,Male,1,Research Scientist,4,Divorced,4771,No,4,5
49,No,Research & Development,Life Sciences,1941,2,Male,5,Research Director,4,Married,19161,No,3,5
42,No,Sales,Marketing,1943,2,Male,2,Sales Executive,4,Divorced,5087,Yes,3,0
27,Yes,Human Resources,Human Resources,1944,1,Female,1,Human Resources,2,Married,2863,No,3,1
35,No,Sales,Medical,1945,2,Male,2,Sales Executive,1,Married,5561,No,1,5
28,No,Research & Development,Medical,1947,3,Male,1,Research Scientist,3,Single,2144,No,2,5
31,No,Research & Development,Medical,1948,3,Male,1,Research Scientist,1,Divorced,3065,Yes,4,4
36,No,Research & Development,Life Sciences,1949,1,Male,1,Laboratory Technician,2,Married,2810,No,3,5
34,No,Sales,Marketing,1950,1,Male,3,Sales Executive,4,Single,9888,No,2,14
34,No,Sales,Medical,1951,4,Male,3,Sales Executive,3,Divorced,8628,No,2,8
26,No,Research & Development,Medical,1952,3,Male,1,Laboratory Technician,1,Single,2867,No,2,7
29,No,Research & Development,Life Sciences,1954,1,Male,2,Healthcare Representative,1,Married,5373,No,2,5
32,No,Research & Development,Medical,1955,3,Female,2,Healthcare Representative,4,Divorced,6667,No,3,5
31,No,Research & Development,Life Sciences,1956,4,Male,2,Research Scientist,1,Married,5003,No,3,10
28,Yes,Research & Development,Technical Degree,1960,3,Male,1,Laboratory Technician,4,Divorced,2367,No,2,4
38,No,Sales,Life Sciences,1961,1,Male,1,Sales Representative,1,Single,2858,No,2,1
35,No,Sales,Life Sciences,1962,3,Female,2,Sales Executive,4,Married,5204,Yes,3,10
27,No,Sales,Marketing,1965,4,Male,2,Sales Executive,4,Single,4105,No,3,7
32,No,Research & Development,Life Sciences,1966,4,Male,2,Manufacturing Director,4,Single,9679,No,3,1
31,Yes,Sales,Marketing,1967,1,Male,2,Sales Executive,4,Married,5617,Yes,3,10
53,Yes,Sales,Life Sciences,1968,1,Male,3,Sales Executive,1,Single,10448,Yes,2,2
54,No,Research & Development,Life Sciences,1969,1,Female,2,Research Scientist,3,Married,2897,No,2,4
33,No,Research & Development,Life Sciences,1970,4,Male,2,Healthcare Representative,3,Divorced,5968,No,3,9
43,No,Research & Development,Life Sciences,1971,1,Male,3,Healthcare Representative,3,Married,7510,No,3,10
38,No,Human Resources,Other,1972,4,Male,1,Human Resources,2,Married,2991,Yes,3,6
55,No,Human Resources,Human Resources,1973,3,Male,5,Manager,2,Married,19636,Yes,3,10
31,No,Research & Development,Medical,1974,4,Female,1,Laboratory Technician,4,Divorced,1129,Yes,3,1
39,No,Sales,Marketing,1975,2,Male,4,Sales Executive,1,Single,13341,No,3,20
42,No,Research & Development,Life Sciences,1976,4,Male,2,Research Scientist,3,Single,4332,No,3,20
31,No,Research & Development,Medical,1979,3,Female,3,Research Director,3,Married,11031,No,4,11
54,No,Research & Development,Medical,1980,3,Female,2,Manufacturing Director,1,Single,4440,Yes,3,5
24,No,Research & Development,Life Sciences,1981,2,Male,2,Healthcare Representative,3,Single,4617,No,2,4
23,No,Research & Development,Other,1982,4,Male,1,Laboratory Technician,4,Single,2647,No,4,5
40,No,Research & Development,Technical Degree,1985,4,Female,2,Laboratory Technician,3,Married,6323,No,4,10
40,No,Sales,Marketing,1986,2,Female,2,Sales Executive,2,Married,5677,No,3,11
25,No,Human Resources,Human Resources,1987,3,Female,1,Human Resources,2,Married,2187,No,3,2
30,No,Research & Development,Medical,1989,4,Male,1,Laboratory Technician,2,Married,3748,No,2,12
25,No,Research & Development,Other,1992,4,Male,1,Laboratory Technician,3,Divorced,3977,Yes,2,2
47,No,Research & Development,Medical,1993,1,Male,3,Healthcare Representative,3,Single,8633,No,3,17
33,No,Research & Development,Medical,1994,2,Male,1,Laboratory Technician,3,Divorced,2008,No,2,1
38,No,Sales,Life Sciences,1995,4,Male,2,Sales Executive,2,Married,4440,No,3,15
31,No,Sales,Life Sciences,1996,1,Male,1,Sales Representative,3,Married,3067,No,3,2
38,No,Research & Development,Life Sciences,1997,1,Male,2,Manufacturing Director,3,Married,5321,No,3,8
42,No,Research & Development,Life Sciences,1998,4,Male,2,Research Scientist,1,Divorced,5410,Yes,2,4
41,No,Research & Development,Life Sciences,1999,4,Male,1,Research Scientist,4,Married,2782,No,3,5
47,No,Research & Development,Medical,2000,3,Female,3,Research Director,2,Married,11957,No,1,13
35,No,Research & Development,Medical,2003,4,Male,1,Laboratory Technician,3,Married,2660,Yes,3,2
22,No,Research & Development,Life Sciences,2007,4,Male,1,Research Scientist,3,Single,3375,No,4,3
35,No,Research & Development,Medical,2008,2,Male,2,Research Scientist,3,Single,5098,No,3,10
33,No,Research & Development,Medical,2009,2,Female,2,Healthcare Representative,4,Married,4878,Yes,3,9
32,No,Research & Development,Life Sciences,2010,3,Female,1,Laboratory Technician,2,Single,2837,No,3,6
40,No,Research & Development,Life Sciences,2012,1,Male,1,Laboratory Technician,4,Married,2406,No,2,1
32,No,Sales,Medical,2013,2,Male,1,Sales Representative,2,Married,2269,No,3,2
39,No,Research & Development,Life Sciences,2014,1,Male,2,Research Scientist,4,Single,4108,No,3,7
38,No,Research & Development,Medical,2015,2,Female,3,Research Director,3,Married,13206,No,3,18
32,No,Sales,Marketing,2016,3,Female,3,Sales Executive,4,Married,10422,No,3,14
37,No,Research & Development,Life Sciences,2017,3,Female,3,Research Director,4,Married,13744,Yes,3,16
25,No,Sales,Other,2018,1,Female,2,Sales Executive,3,Divorced,4907,Yes,2,5
52,No,Sales,Life Sciences,2019,1,Male,1,Sales Representative,4,Divorced,3482,No,2,9
44,No,Research & Development,Medical,2020,2,Male,1,Research Scientist,4,Single,2436,Yes,3,4
21,No,Sales,Medical,2021,3,Male,1,Sales Representative,1,Single,2380,Yes,3,2
39,No,Research & Development,Life Sciences,2022,4,Male,5,Manager,4,Single,19431,No,2,6
23,Yes,Sales,Marketing,2023,4,Male,1,Sales Representative,1,Married,1790,No,2,1
36,No,Sales,Medical,2024,1,Female,3,Sales Executive,4,Married,7644,No,3,9
36,No,Research & Development,Life Sciences,2025,4,Female,2,Manufacturing Director,2,Divorced,5131,No,3,4
56,No,Research & Development,Life Sciences,2026,3,Male,2,Healthcare Representative,3,Divorced,6306,No,2,13
29,Yes,Research & Development,Medical,2027,1,Male,1,Research Scientist,4,Married,4787,Yes,4,2
42,No,Research & Development,Life Sciences,2031,1,Male,5,Manager,3,Married,18880,No,2,22
56,Yes,Research & Development,Technical Degree,2032,4,Male,1,Laboratory Technician,3,Married,2339,No,1,10
41,No,Research & Development,Life Sciences,2034,1,Female,4,Manufacturing Director,2,Married,13570,No,3,20
34,No,Sales,Marketing,2035,4,Female,2,Sales Executive,3,Married,6712,No,3,8
36,No,Sales,Marketing,2036,4,Male,2,Sales Executive,4,Divorced,5406,No,2,15
41,No,Sales,Life Sciences,2037,3,Male,2,Sales Executive,2,Divorced,8938,No,3,5
32,No,Research & Development,Technical Degree,2038,4,Male,1,Research Scientist,1,Single,2439,No,3,4
35,No,Human Resources,Life Sciences,2040,3,Female,3,Human Resources,4,Single,8837,Yes,3,9
38,No,Sales,Life Sciences,2041,1,Female,2,Sales Executive,4,Married,5343,No,3,10
50,Yes,Sales,Life Sciences,2044,2,Male,2,Sales Executive,3,Divorced,6728,No,3,6
36,No,Sales,Marketing,2045,2,Female,2,Sales Executive,4,Married,6652,No,2,6
45,No,Sales,Life Sciences,2046,4,Female,2,Sales Executive,3,Single,4850,No,3,5
40,No,Research & Development,Life Sciences,2048,3,Male,1,Research Scientist,3,Single,2809,No,3,2
35,No,Research & Development,Life Sciences,2049,3,Male,2,Healthcare Representative,3,Married,5689,Yes,4,10
40,No,Research & Development,Medical,2051,3,Female,1,Research Scientist,3,Married,2001,No,3,5
35,No,Research & Development,Life Sciences,2052,3,Female,1,Research Scientist,4,Married,2977,No,3,4
29,No,Research & Development,Other,2053,4,Male,2,Laboratory Technician,2,Married,4025,Yes,3,4
29,No,Research & Development,Medical,2054,4,Female,1,Research Scientist,1,Single,3785,No,1,5
50,Yes,Sales,Marketing,2055,4,Male,3,Sales Executive,1,Divorced,10854,Yes,3,3
39,No,Sales,Marketing,2056,2,Female,4,Sales Executive,4,Married,12031,No,2,20
31,No,Research & Development,Medical,2057,2,Male,2,Manufacturing Director,1,Single,9936,No,3,9
26,No,Sales,Other,2060,4,Female,1,Sales Representative,3,Single,2966,No,3,4
36,No,Research & Development,Medical,2061,3,Male,2,Laboratory Technician,4,Married,2571,No,3,5
39,No,Research & Development,Medical,2062,4,Male,3,Healthcare Representative,1,Married,9991,No,3,7
